trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.00395727	0.00483
0.0191	-0.0081	-0.0097	0.00029321531433504735	0.0007470009198535729	0.00035081117965086024	1.02029586	13.80999374	0.95711312	0.10645137069197404	0.00332808	0.00398
-0.0002	0.0233	0.0179	0.0005550147021341969	0.0001308996938995747	-0.00030194196059501896	1.01473737	13.73475838	0.97019062	0.15483268769995134	0.00307745	0.00161
0.0041	0.0555	0.0282	0.00016929693744344995	0.00026354471705114377	6.9813170079773176e-06	1.16922367	15.82577515	0.98736197	0.08816430327226561	0.00387073	0.00616
0.04	0.0743	0.0413	0.0008011061266653974	-0.0027960174616949163	-0.00272096830385916	1.19245994	16.14028358	1.14409266	0.3887660494417573	0.00424033	0.00732
0.0069	0.061	0.0213	0.0010576695267085637	0.00047123889803846896	-0.0001361356816555577	1.32833171	17.97934723	1.16315971	0.37183261909900767	0.00324792	0.00205
0.0436	0.0489	0.0549	0.0012461650859239514	-0.00048345620280242926	-0.00035604716740684323	1.11313009	15.06653214	0.94265705	0.15055510729037855	0.00341088	0.00266
0.0248	0.0575	0.0273	0.0014556045961632708	-0.0008988445647770796	-0.0012932889757277981	1.09327161	14.79774189	1.01803348	0.13310348402674624	0.00340307	0.00322
0.0062	0.0499	0.0108	0.0015655603390389136	0.00013788101090755203	-8.203047484373349e-05	1.36447608	18.46857071	1.01984686	0.16059699097221697	0.00337946	0.00113
0.0155	0.0477	0.0223	0.0022759093446006054	0.00022689280275926284	-0.00034033920413889426	1.28490722	17.3915844	0.9934235	0.07588347633542816	0.00299013	0.00044
0.0252	0.0314	0.0202	0.0016406094968746698	-0.0005375614096142535	-0.0009442231253289323	1.28344297	17.37176514	0.96354521	0.1282818990644745	0.00374615	0.00137
-0.0137	0.0491	0.0188	0.001689478715930511	2.268928027592628e-05	-0.000439822971502571	1.26612508	17.13736343	0.99873863	0.11367600313861911	0.00286108	0.00056
-0.0148	0.0663	0.0163	0.002155481626212997	0.0002478367537831948	-0.0003089232776029963	1.08455729	14.67979145	0.87692412	0.06190250388446648	0.00282967	0.00024
0.034	0.0448	0.0484	0.0023509585024363614	-0.0021118483949131386	-0.0020682151636132805	1.31873167	17.8494072	1.05139813	0.3181226955464991	0.00356132	0.00229
-0.0085	0.0349	0.0054	0.0019181168479417679	0.00032637657012293966	-0.00019547687622336493	1.29074776	17.47063828	1.06124096	0.3325902453460294	0.00300932	0.00093
0.0357	0.0482	0.0604	0.0018675022996339327	-0.0014172073526193955	-0.0023230332344044524	1.38819146	18.78956604	1.16381854	0.30858774146156287	0.00366759	0.00302
0.0508	0.0771	0.0786	0.0020525072003453313	-0.0003298672286269283	-0.0007923794804054256	1.32892001	17.98731041	1.10020448	0.2023499389351446	0.00350952	0.00382
0.0202	0.0908	0.0414	0.0027244589623631483	0.001085594794740473	0.0005026548245743669	1.24336183	16.82925606	1.06627269	0.2506224045182506	0.00333494	0.00205
0.05	0.1138	0.0467	0.002958333082130389	-0.0017575465567582897	-0.0022549653935766737	1.4416784	19.51352692	1.20625906	0.34983178447085217	0.00351304	0.00149
0.041	0.0605	0.0192	0.002087413785385218	0.0003298672286269283	-0.0003700098014227979	1.39953387	18.94308853	1.08765095	0.33196443371421325	0.00262547	0.00028
0.0482	0.0697	0.05	0.0015132004614790836	-0.0017191493132144146	-0.0025045474766118626	1.2728231	17.22802162	1.01279513	0.2850883770468271	0.00251323	0.00125
0.0299	0.0749	0.0308	0.002143264321449037	0.0008150687606813518	-0.0002024581932313422	1.23173344	16.67186165	1.07559073	0.316018560862312	0.00266284	0.00048
0.0286	0.0887	0.048	0.0018884462506578647	7.504915783575618e-05	-0.0007435102613495844	1.19590294	16.18688583	0.91181323	0.1090944870877505	0.00275505	0.00048
0.035	0.0996	0.0607	0.0012025318546240932	-0.0015760323145508795	-0.0029077185338225527	1.2527802	16.95673561	0.96865744	0.25506020704466875	0.00257146	0.00109
0.0348	0.0903	0.0457	0.0018273597268380628	-0.0017505652397503124	-0.002464404903815993	1.05738246	14.31197262	0.81840553	0.08663372137099812	0.00243944	0.00068
0.0366	0.0939	0.0531	0.002097885760897184	-0.0013473941825396225	-0.0021258110289290935	1.21585798	16.45698357	0.89020179	0.06341454830783552	0.00263405	0.00109
0.0331	0.097	0.0563	0.0014608405839192536	-0.0016947147036864942	-0.002893755899806598	1.141276	15.44749546	0.87649914	0.09741552845011536	0.00255656	0.00121
0.0467	0.1094	0.056	0.001891936909161853	0.00031415926535897925	-0.00045553093477052	1.25950277	17.04772758	1.0253889	0.2702097629662076	0.00204509	0.00016
0.0311	0.1274	0.0679	0.0025603980126756814	0.00013788101090755203	0.0001937315469713706	1.18877506	16.09040833	1.10115922	0.12020009198535732	0.0032627	0.00209
0.0144	0.1397	0.0473	0.0028326693759867967	0.0005794493116621174	-2.6179938779914945e-05	1.49832296	20.28022766	1.09359774	0.09628755749084829	0.00360727	0.00209
0.0138	0.098	0.0452	0.0019093902016817967	0.0007278022980816354	1.0471975511965975e-05	1.25767636	17.02300644	1.06942582	0.09981420375081994	0.0021618	0.00036
0.031	0.0824	0.0656	0.0014643312424232424	0.0009424777960769379	0.00015184364492350666	1.27630711	17.27517891	1.02032959	0.0932553063332699	0.0024218	0.00141
0.0167	0.0726	0.0277	0.002319542575900464	0.0008866272600131194	0.00028623399732707005	1.24232614	16.81523705	0.97121052	0.11427261109723016	0.00245136	0.0002
0.0466	0.091	0.0585	0.0030700341542580253	-0.001626646862858715	-0.0035447637108004834	1.31437016	17.79037285	1.09471903	0.4338381704678475	0.00315827	0.00418
0.0115	0.0758	0.0387	0.0018744836166419098	0.0009494591130849152	0.0004921828490624009	1.31500721	17.79899597	1.07113448	0.4605301536711314	0.00266039	0.0006
0.004	0.0911	0.0329	0.0022759093446006054	0.0012077678423800758	-2.96705972839036e-05	1.19847953	16.2217617	0.95239236	0.08767939518000803	0.0019663	0.00016
0.019	0.1031	0.0553	0.002584832622203602	0.0002548180707911721	-0.0009965830028887623	1.17550898	15.91084862	0.96602544	0.16083927273983795	0.00185716	0.0002
0.0583	0.0918	0.0601	0.0022724186860966175	-0.0012147491593880533	-0.0016667894356545846	1.16356015	15.7491169	0.93637594	0.1780093799526016	0.00265825	0.00141
0.069	0.1017	0.0699	0.002553416695667704	0.00017976891295541595	-0.0004258603374866164	1.19834447	16.21993256	0.96370663	0.1762222590041262	0.0021745	0.00089
0.0332	0.1201	0.0774	0.0022410027595607188	-0.0008970992355250854	-0.0024434609527920616	1.1593523	15.69216251	0.97296195	0.2320441349946466	0.00270367	0.00097
0.0572	0.1107	0.0794	0.0025464353786597265	0.0009599310885968812	5.759586531581287e-05	1.2430526	16.82506943	1.0007399	0.26857598806644245	0.00265545	0.00165
0.0223	0.0971	0.0282	0.002885029253546627	0.001387536755335492	0.0007731808586334879	1.32233512	17.89818192	1.07003662	0.17378922674715933	0.00248557	0.00097
0.0234	0.0623	0.0423	0.002981022362406315	0.0013316862192716734	-0.00010995574287564276	1.39472532	18.87800407	1.08446364	0.10174901232163185	0.00365138	0.00418
0.0296	0.0739	0.0604	0.0020839231268812296	0.0009878563566287904	-0.0003682644721708035	1.61970127	21.92311668	1.39297018	0.11086189137315645	0.00431705	0.00877
0.037	0.1317	0.0827	0.0030281462522101614	0.0011501719770642632	-0.0002443460952792061	1.62412369	21.98297501	1.42304343	0.1490228561328001	0.00713575	0.04483
0.043	0.1549	0.0477	0.0038170350741115982	0.0016004669240788003	0.0004049163864626844	1.4697721	19.89378357	1.28488036	0.15862231253289324	0.00771719	0.06471
0.0204	0.1155	0.0218	0.002371902453460294	0.0014643312424232424	8.552113334772214e-05	1.69418228	22.93123817	1.43053094	0.18293317777109125	0.0049721	0.01956
0.0261	0.0829	-0.0237	0.0020751964806212577	0.0015515977050229591	0.00017278759594743863	1.52572966	20.65118408	1.24791103	0.10736194490192345	0.00273901	0.00125
0.0348	0.0696	0.0135	0.002398082392240209	0.0017034413499464657	0.0005305800926062762	1.1838932	16.02433014	0.96095825	0.10082610266006475	0.00277942	0.00048
0.0264	0.0846	0.0258	0.002874557278034661	0.002324778563656447	0.000905825881785057	1.18052721	15.97877121	0.90096386	0.10935289443416071	0.00302088	0.00044
0.034	0.0814	0.021	0.002007128639793479	0.0017470745812463236	0.0012130038301360591	1.0822109	14.64803123	0.91118459	0.10321552845011536	0.00287145	0.0006
0.0422	0.0916	0.0295	0.001965240737745615	0.001780235837034216	0.0012304571226560022	1.13073719	15.30484867	0.87638253	0.03152512251778498	0.00264567	0.00048
0.0434	0.1029	0.0194	0.002686061718819273	0.0013648474750595659	0.0009442231253289323	1.12238705	15.19182777	0.86723101	0.09372216701876893	0.00272846	0.00032
0.031	0.0883	0.0305	0.001583013631558857	0.0011833332328521555	0.0007086036763096977	1.14249063	15.4639349	0.89595566	0.11410908892435306	0.00254619	8e-05
0.0032	0.0818	0.0223	0.0018989182261698304	0.0014835298641951804	0.0010995574287564276	1.33178079	18.02603149	0.92243754	0.09285274892003642	0.00255334	0.00028
0.0239	0.0798	0.0389	0.0016912240451825054	0.0014433872913993105	0.0008098327729253688	1.20411861	16.29808807	0.90935821	0.0661780704807127	0.00210094	8e-05
-0.0123	0.0636	0.014	0.001595230936322817	0.002251474735072685	0.0014154620233674013	1.26322639	17.09812737	1.05900368	0.15278549014875475	0.00339538	0.00435
-0.0105	0.116	0.0198	0.002303834612632515	0.0029792770331543207	0.002129301687433082	1.49031103	20.17178345	1.26906956	0.16751228192285073	0.00330663	0.00201
0.0439	0.1053	0.0083	0.0024853488548399255	0.002398082392240209	0.0016196655458507376	1.25271583	16.95586395	1.06874444	0.14021725123519335	0.00366521	0.00225
0.0304	0.0833	0.0021	0.0032777283352453507	0.0023701571242082994	0.0013578661580515882	1.39293897	18.85382462	1.09910791	0.09580520681182422	0.00294316	0.00064
0.0389	0.0592	0.0052	0.0026563911215353696	0.0012775810124598492	0.0006859143960337716	1.26121771	17.07094002	0.98031171	0.1549932543738124	0.00275755	0.00113
0.0632	0.0756	0.0371	0.0029722957161463434	-0.00039793506945470715	-0.0015638150097869194	1.38394153	18.73204231	1.05024627	0.28465750411731106	0.00349462	0.00294
0.0285	0.0907	0.0348	0.0026267205242514655	0.0012060225131280816	0.00048520153205442357	1.43298638	19.39587784	1.16772146	0.2520274658159505	0.0025689	0.00085
0.006	0.1224	0.0129	0.002621484536495483	9.075712110370512e-05	-0.0018151424220741027	1.22967577	16.64401054	1.02905995	0.24714226669544423	0.00227427	0.00024
0.0298	0.1215	0.0138	0.002775073510670984	0.0007592182246175333	-0.000291469985083053	1.22942328	16.64059258	0.96648274	0.14288612573401896	0.00271499	0.00105
0.0144	0.0991	0.0092	0.0027192229746071652	0.0018884462506578647	0.001043706892692609	1.28402102	17.37958908	0.96717032	0.16841277199399063	0.0023914	4e-05
0.0236	0.0891	0.0208	0.002410299697004169	0.002134537675189065	0.0010663961729685354	1.23039293	16.65371704	0.96463408	0.05968519912050613	0.00292075	0.00093
0.0539	0.1078	0.0508	0.002841396022246768	0.0004014257279586958	-0.0003211405823669566	1.19518435	16.17716026	0.9784188	0.25658725139042304	0.00259042	0.00076
0.0265	0.0963	0.0115	0.002722713633111154	0.0021589722847169856	0.0011362093430483087	1.27939713	17.31700325	0.99201541	0.24487894356545847	0.00276077	0.00024
0.0332	0.0909	0.0088	0.0025202554398798117	0.0014364059743913332	0.0006928957130417488	1.12654245	15.24807262	0.89197828	0.08321690667817774	0.00209421	0.00016
0.0098	0.079	0.0344	0.0020804324683772408	0.0014014993893514465	0.0009389871375729493	1.10907662	15.0116663	0.87904073	0.09694104905368288	0.00225991	0.00028
-0.0066	0.0871	0.0013	0.0031956978604016175	0.0016982053621904826	0.0007661995416255106	1.14472306	15.49415207	0.86771881	0.13683794804054258	0.00268888	0.00048
0.0284	0.0957	0.0087	0.0018256143975860688	0.001820378409830086	0.0002443460952792061	1.18325222	16.01565552	1.07202176	0.1517054978400728	0.00351083	0.00201
0.0176	0.0794	0.0107	0.0032131511529215613	0.002087413785385218	0.0009023352232810684	1.45387375	19.67859459	1.2189525	0.14472806294462434	0.00242347	0.00024
0.0531	0.072	0.0355	0.002879793265790644	0.0022741640153486112	0.0010419615634406148	1.33957338	18.13150597	0.98474882	0.10068672286269284	0.0025301	0.00028
0.0145	0.0743	0.0269	0.0024068090385001802	0.002841396022246768	0.0012426744274199627	1.26741958	17.15488434	0.93444359	0.11154645490839844	0.00221902	0.00048
0.026	0.0793	0.0461	0.0025918139392115793	0.002040289895581371	0.0003961897402027128	1.15598905	15.64664078	0.97372698	0.12732978572970227	0.00225598	0.00064
0.0387	0.0879	0.0325	0.0027523842303950577	0.0013316862192716734	-0.0004974188368183839	1.17886567	15.95628166	0.96877959	0.12303912722571364	0.00245863	0.00048
0.0462	0.1153	0.0268	0.00301941960595019	0.0013735741213195373	-0.00028099800957108706	1.30539382	17.66887665	0.99806274	0.06686720524251465	0.00239569	0.00016
0.0461	0.101	0.0317	0.0032166418114255493	-0.00034033920413889426	-0.002698279023583233	1.32825017	17.97824287	1.07432932	0.2357208272472968	0.00230324	0.00197
-0.0066	0.0732	0.0388	0.001780235837034216	0.002057743188101315	0.0005427973973702365	1.33329642	18.04654503	1.06029543	0.4413782393792506	0.00238168	0.0002
