trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.00489241	0.00284
0.0249	0.15	0.0086	0.0010663961729685354	0.00017627825445142725	-0.0006632251157578452	2.21614265	30.05225563	1.89678457	0.2787949771588904	0.00899923	0.04391
-0.0099	0.0768	0.0306	0.0001884955592153876	0.00016231562043547262	-0.0009512044423369096	2.07152915	28.0912075	1.70587273	0.18899212871740836	0.00455004	0.00433
0.007	0.0296	0.0245	0.0007295476273336296	0.0007958701389094143	-8.028514559173915e-05	1.50243855	20.37398911	1.15528893	0.1724762941668677	0.00459796	0.00108
0.0009	0.0326	0.0041	0.0017732545200262388	0.0003316125578789226	-0.0004328416544945937	1.58009791	21.42709732	1.14636164	0.12252604913129776	0.0049547	0.00164
0.0256	0.018	0.0021	0.0005218534463463045	0.00039269908169872416	0.0001972222054753592	1.49813139	20.31558037	1.14706552	0.13842757287348445	0.00459176	0.00425
0.0162	0.0204	-0.0176	0.000947713783832921	-0.000153588974175501	-0.0002652900463031381	1.12935197	15.31470585	0.9907936	0.10323303225696696	0.00433511	0.00144
0.0419	0.0077	0.0083	0.0007033676885537148	-0.0005340707511102648	-0.00017104226669544429	1.0065763	13.64979267	0.97303916	0.10025378259108318	0.00411898	0.00252
0.0075	0.0262	0.0279	0.0009512044423369096	0.0008307767239493009	0.00029845130209103034	0.95338666	12.9285078	0.94698328	0.17660888988146178	0.00378293	0.00048
0.0231	0.0021	0.0012	0.0006003932626860494	-0.0001239183768915974	-0.0006771877497737998	0.9138546	12.39242935	0.90950625	0.18045726661782943	0.00409132	0.00076
-0.008	0.0153	0.0008	0.0009128071987930344	0.00039095375244672985	-6.283185307179586e-05	0.83140689	11.27438736	0.85682957	0.1167820981073658	0.00384915	0.0004
0.0228	0.0339	0.0128	0.0014660765716752368	-0.0003159045946109737	-0.0005811946409141118	0.86218077	11.69169998	0.86342036	0.1503245253891111	0.004071	0.0006
0.0321	0.0197	0.0122	0.0009930923443847736	0.0004468042885105483	0.00023212879051524583	0.82118911	11.13582802	0.85630095	0.1265508270920671	0.00401437	0.00132
0.0161	0.0182	0.0195	-6.806784082777885e-05	0.0005794493116621174	-0.00034208453339088857	0.92507696	12.54461098	0.92486189	0.1132009266135128	0.00455934	0.00156
0.0653	0.0308	0.0529	0.00015009831567151235	-0.001165879940332212	-0.0017121679962064373	1.00783598	13.66687489	0.99582001	0.2618789435654585	0.00409865	0.00317
0.0334	-0.0018	0.0207	0.0005881759579220891	-0.00047822021504644627	-0.0006422811647339132	1.16250348	15.76426029	1.02534737	0.2064812099504433	0.0038628	0.00136
0.0749	0.0263	0.0419	0.0013142329267517303	-0.0017941984710501708	-0.0014538592669112763	1.33723748	18.13376045	1.11041469	0.2334806663505365	0.00468194	0.00545
-0.0043	0.0398	0.0292	0.001069886831472524	0.0005637413483941684	0.00018675022996339323	1.39322758	18.89302063	1.16718335	0.3175447705799108	0.00383878	0.00088
0.0193	0.0246	0.0193	0.00024085543677521747	7.504915783575618e-05	-0.0005270894341022875	1.08064079	14.65415192	0.97872281	0.15027816246606998	0.00463778	0.0008
0.0524	0.02	0.0304	0.0006003932626860494	-0.0011850785621041497	-0.0016598081186466073	1.06107771	14.38886452	0.9413477	0.18641921151975288	0.0040831	0.00072
0.0133	0.0137	0.0129	0.0007731808586334879	0.0002705260340591211	1.2217304763960308e-05	0.97623557	13.23835373	0.92661586	0.22792088077606384	0.0034737	0.00024
0.0409	0.0444	0.0316	0.0009354964790689606	-0.0018675022996339327	-0.002432988977280095	0.97090799	13.16610813	0.9761377	0.3142775118086291	0.00384498	0.00284
-0.0036	0.0242	0.0276	0.0003316125578789226	0.00014311699866353502	-0.0003316125578789226	1.06896555	14.49582863	0.9909865	0.3044939819444339	0.0031997	8e-05
0.0107	0.0332	0.0148	0.0007190756518216638	0.00028623399732707005	-0.0001658062789394613	0.92711556	12.57225609	0.89061412	0.07091931857728688	0.00363505	0.00032
0.01	0.0295	0.0202	0.0008395033702092724	0.0006056292504420323	-0.0001884955592153876	1.01181936	13.720891	0.92012298	0.03292561258892486	0.0042218	0.00044
0.0286	0.0161	0.0286	0.0013194689145077131	-0.0001308996938995747	-0.000705113017805709	1.1147753	15.11703777	0.9600924	0.12705559736151845	0.00375843	0.00096
0.0114	0.0282	0.0229	0.001387536755335492	0.0001884955592153876	-0.00040666171571467877	1.04196334	14.12966251	0.99083831	0.06929571980168858	0.00370449	0.00084
0.062	0.0555	0.0523	0.0012356931104119853	-0.0017959438003021652	-0.0015882496193148398	1.40348709	19.03214645	1.17616821	0.27319354540206103	0.00418854	0.00445
