trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.00428963	0.00701
0.0044	-0.0016	-0.0136	0.0005654866776461627	-3.490658503988659e-05	0.0001361356816555577	0.9101578	11.89731503	0.89281787	0.05642644721708035	0.0039621	0.00841
-0.0144	-0.0342	0.0081	0.000582939970166106	0.0011379546723003027	0.0009965830028887623	1.33500016	17.45072937	1.16031568	0.17563809355466686	0.00484622	0.01502
-0.0071	0.0283	-0.0019	0.0007295476273336296	0.0013107422682477415	0.0009162978572970229	1.49365044	19.52455902	1.18558494	0.09978401993533507	0.00377864	0.00809
0.0074	0.0135	-0.0175	0.0008377580409572782	0.0008377580409572782	0.0011623892818282235	1.12079775	14.65073872	0.98288376	0.08626430327226561	0.00365436	0.00356
0.0143	-0.0151	0.004	0.001626646862858715	0.0006911503837897545	0.0007173303225696694	1.26571333	16.5450325	1.05013121	0.12602777191637576	0.00308871	0.00196
0.0058	-0.0042	-0.0048	0.0007731808586334879	0.000291469985083053	0.0005078908123303499	1.1859231	15.502038	1.01890243	0.1013292956585624	0.0032258	0.00168
0.0377	0.018	0.0068	0.001324704902263696	-0.0014433872913993105	-4.18879020478639e-05	1.41919816	18.5513401	0.99510205	0.20750800172453923	0.00332808	0.00212
0.0225	-0.0029	0.0078	0.00013439035240356338	-0.0006859143960337716	0.0006440264939859076	1.30367601	17.0412693	0.98163141	0.16878509206297215	0.00302643	0.00128
0.0255	0.0106	0.0187	0.0011780972450961724	-0.00040317105721069014	0.0008255407361933179	1.121454	14.65931702	0.9031604	0.10279822368615502	0.00297463	0.00108
-0.0135	0.0054	0.0045	0.00019547687622336493	0.0003961897402027128	0.0010070549784007281	1.09870076	14.36189365	0.95350871	0.15657477042468104	0.00262874	0.00108
-0.0105	-0.0084	0.0165	0.0004974188368183839	0.0002129301687433082	0.0011013027580084218	1.15241027	15.06396866	1.01072383	0.05777246558310586	0.00334871	0.00965
0.0053	0.0085	0.0231	0.0019233528356977512	3.4906585039886588e-06	0.0012479104151759456	1.35216284	17.67507553	1.04459196	0.12839905831431053	0.00339967	0.00076
0.0045	0.0162	0.012	0.0021607176139689798	-9.42477796076938e-05	0.0009302604913129776	1.46635664	19.16778183	1.02682544	0.05223765701229395	0.00269932	0.00056
0.019	0.0189	0.0327	0.0026022859147235454	-0.00032637657012293966	0.0008517206749732328	1.11099803	14.52264023	0.88810678	0.07551184538047781	0.00282556	0.00068
0.0157	0.0254	0.0386	0.0019146261894377795	-6.632251157578452e-05	0.0012356931104119853	1.15677071	15.12096596	0.9287017	0.08228431096358368	0.00268573	0.00044
0.0332	0.02	0.0608	0.0022462387473167022	0.00015184364492350666	0.001329940890019679	1.19299364	15.59446239	0.96106234	0.07730132469929539	0.00267255	0.00096
0.0454	0.0007	0.0363	0.0012758356832078548	-0.0005969026041820607	0.0003385938748868999	1.03309298	13.50428772	0.90844722	0.1915248164173597	0.00281608	0.00048
0.0328	0.0033	0.0495	0.002092649773141201	0.00015707963267948963	0.001244419756671957	1.15311337	15.07315922	0.89165823	0.15223111042899767	0.00283372	0.00056
0.0269	-0.0098	0.0527	0.0021589722847169856	0.0005131268000863328	0.002050761871093337	1.18084717	15.43568611	0.89789254	0.08363558967020038	0.00299901	0.00128
0.0404	-0.0072	0.045	0.0009721483933608416	-0.0007766715171374765	0.0001291543646475804	1.29970074	16.9893055	1.03549173	0.24371148575128548	0.00281972	0.00056
0.0219	0.034	0.0497	0.0017540558982543013	-0.00042236967898262774	0.0008918632477691023	1.14138281	14.91982079	0.96626344	0.15934591130849154	0.00236803	0.00016
0.0161	0.0198	0.0245	0.0007120943348136865	-0.000296705972839036	0.0009843656981248017	1.17417717	15.3484993	0.92769024	0.1082063859969953	0.00228584	8e-05
0.0336	0.0151	0.0368	0.002176425577236929	0.00014486232791552936	0.0011466813185602744	1.23252225	16.11116791	0.93202977	0.137910758180664	0.00222158	4e-05
0.0623	0.0226	0.0279	0.002637192499763432	-0.0001064650843716541	0.00124965574442794	1.20269156	15.72123051	0.98238268	0.08585343803406761	0.00261879	0.00192
0.0467	0.0329	0.0348	0.0014852751934471744	-0.0002199114857512855	0.0008779006137531476	1.2160418	15.89574146	1.00680889	0.11465594191853407	0.00260127	0.00132
0.0203	0.0148	0.0449	0.0016196655458507376	9.773843811168246e-05	0.0014643312424232424	1.00488484	13.13555908	0.92955111	0.1065235452468313	0.00291479	0.0032
0.0351	0.0314	0.0337	0.0024260076602721182	0.0002548180707911721	0.001155407964820246	1.14029837	14.90564442	0.96269948	0.10621725123519332	0.00314778	0.00212
0.0428	0.0156	0.0382	0.0015446163880149814	0.0006859143960337716	0.001706932008450454	1.17778063	15.39560127	0.98406372	0.1212005820564972	0.00252789	0.00216
0.0199	0.0113	0.0517	0.002848377339254746	0.0004188790204786391	0.001165879940332212	1.1999532	15.6854353	0.96607644	0.14629241974565696	0.00260627	0.00056
0.0296	0.0294	0.0726	0.0023352505391684127	0.001450368608407288	0.0018605209826259553	1.31504428	17.18987274	0.94540728	0.16066287151543626	0.00292462	0.00136
0.0666	0.0216	0.0501	0.002775073510670984	0.00010995574287564276	0.001048942880448592	1.37336528	17.95222664	1.00081596	0.19689069696057895	0.00269544	0.00048
0.0362	0.0157	0.0629	0.002963569069886372	0.0008639379797371932	0.001858775653373961	1.25896358	16.45680237	0.97890638	0.13671552845011536	0.00334799	0.00112
0.065	0.0285	0.065	0.0022741640153486112	-0.00017627825445142725	0.001064650843716541	1.35009432	17.64803505	0.98521686	0.16988730491919005	0.00286537	0.00056
0.0015	0.0417	0.0641	0.002038544566329377	0.0005759586531581287	0.001748819910498318	1.23497295	16.14320374	0.99814931	0.16120127117052835	0.00251305	0.00104
0.0159	0.039	0.0459	0.0019163715186897737	0.0004014257279586958	0.0010088003076527223	1.08585501	14.19397736	0.95337452	0.08713627878423158	0.00218612	0.00068
0.0028	0.0564	0.0484	0.0017662732030182616	0.000879645943005142	0.0016877333866785165	1.0051409	13.13890648	0.91956098	0.09836258048718761	0.00217879	0.00028
0.0256	0.0298	0.0253	0.0015132004614790836	0.00010297442586766544	0.00152367243699105	1.2454747	16.28047943	0.95984315	0.13219026041820603	0.00220031	0.00024
0.0414	0.0244	0.0453	0.001265363707695889	-0.002228785454796759	-0.0022200588085367874	1.33024347	17.38855171	1.04108876	0.3573663939987728	0.00289375	0.00148
0.011	0.018	0.0334	0.0013735741213195373	0.00040317105721069014	0.0012269664641520136	1.28544152	16.80291367	1.02240929	0.35805960991599495	0.0020768	0.00016
0.0532	0.0271	0.0429	0.0032044245066615894	-0.00043458698374658803	0.000895353906273091	1.24359655	16.25592804	0.97770507	0.21081104920891264	0.00232363	8e-05
0.0497	0.0104	0.0446	0.0013421581947836393	-0.0002583087292951608	0.000874409955249159	1.28240478	16.76321793	0.91397657	0.12487442586766544	0.00221616	0.00012
0.0284	0.0154	0.0416	0.001403244718603441	-5.93411945678072e-05	0.0008866272600131194	1.12221444	14.66925716	0.8734954	0.04291356816555578	0.001921	0.00012
0.04	0.0254	0.0374	0.001462585913171248	-0.0001605702911834783	0.0007155849933176752	1.03212714	13.49166203	0.84959636	0.0423806278939461	0.0018999	0.00024
0.026	0.0448	0.0654	0.002567379329683659	0.0006527531402458793	0.0014940018397071458	1.2843473	16.78861046	1.13130994	0.196226684716562	0.00254399	0.00052
0.0375	0.0051	0.055	0.001998401993533507	0.0004799655442984406	0.0011519173063162574	1.15178478	15.05579185	1.05746025	0.11579247327442393	0.00241107	0.00016
