trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.00479662	0.00903
0.016	0.0275	0.0106	0.000609119908946021	0.001658062789394613	0.0013107422682477415	1.07764149	12.76927471	1.0113065	0.23299624832941876	0.0046047	0.00553
0.0115	0.0155	-0.001	0.0005462880558742252	0.0014608405839192536	0.0009162978572970229	1.03717268	12.28974819	0.91342863	0.06082492347489368	0.00441581	0.00399
0.004	0.0156	0.0071	-0.0005602506898901797	0.0019373154697137059	0.0018884462506578647	1.12380016	13.31622124	1.00041595	0.14345810124598493	0.00381696	0.00379
-0.0093	0.0259	0.0152	-7.853981633974481e-05	0.001785471824790199	0.0019111355309337906	1.00401628	11.89686871	0.90169837	0.06451218993749337	0.00380433	0.00258
-0.0102	0.0264	0.0122	0.00042236967898262774	0.001446877949903299	0.0013735741213195373	0.95650667	11.3339138	0.89917205	0.07325323899117629	0.0041303	0.00436
-0.0013	0.0234	0.0105	0.0005881759579220891	0.0017470745812463236	0.0019198621771937623	1.049281	12.43322277	0.89918794	0.06421454830783555	0.00422221	0.0048
0.0053	0.0145	0.0164	0.00040317105721069014	0.001296779634231787	0.0015917402778188286	1.02984703	12.20294476	0.90691564	0.06957108735504347	0.00380468	0.00274
0.0094	0.0134	0.0152	0.00024085543677521747	0.0014608405839192536	0.0010524335389525807	1.09303737	12.95170403	0.93875867	0.04968416544945936	0.00346607	0.00177
0.0108	0.0219	0.025	0.0009372418083209549	0.0011484266478122688	0.0007278022980816354	1.23945177	14.68660927	1.04726506	0.08637157742618337	0.00377017	0.00113
0.0278	0.0169	0.0311	0.00019896753472735358	0.0019512781037296606	0.0012636183784438947	1.13360071	13.43235016	0.98987414	0.1319470904936626	0.00457996	0.00173
0.0847	0.0022	0.0234	0.0005480333851262194	0.002385865087476248	0.0012775810124598492	1.2393136	14.68497181	0.96157968	0.11918077340807039	0.00460041	0.00234
0.05	0.0224	0.0017	0.0005899212871740833	0.0013543754995475996	0.0005846852994181004	1.18076086	13.99116421	1.08208182	0.16491366015091305	0.0042538	0.00206
0.0629	0.0483	0.0151	0.0008639379797371932	0.0018465583486100008	0.0010960667702524388	1.38082564	16.3617878	1.17714432	0.11607905062299247	0.00389886	0.00198
0.0077	0.0392	0.009	0.00032463124087094524	0.0017331119472303693	0.001616174887346749	1.25890481	14.91711426	1.04517897	0.12904306286700948	0.00343663	0.00109
0.0254	0.0445	-0.0046	0.00017802358370342162	0.0014154620233674013	0.0013456488532876281	1.15422952	13.67678642	0.94453137	0.07333918075448062	0.00314254	0.00073
0.0307	0.025	0.0128	0.0001658062789394613	0.0009285151620609833	0.001022762941668677	1.13761878	13.47996235	0.98955222	0.08330250388446646	0.00317693	0.00194
0.0323	0.0397	0.0087	3.490658503988659e-05	0.0010140362954087054	0.000778416846389471	0.96826583	11.47325134	0.93100199	0.043438346126325134	0.00267893	0.00044
0.0212	0.0239	-0.0015	0.0001239183768915974	0.0013683381335635543	0.0014940018397071458	0.91860324	10.88478565	0.90501862	0.09504493116621171	0.00230861	0.00048
0.0279	0.0287	0.01	0.00032637657012293966	0.0011082840750163993	0.0010454522219446034	0.95130628	11.27229309	0.90823788	0.06855309347705199	0.00245774	0.00036
0.0293	0.0302	0.005	0.0007801621756414653	0.0016772614111665507	0.0010506882097005862	0.84239691	9.98179531	0.88649407	0.05929994647123298	0.0025627	0.00065
0.022	0.0469	0.0056	0.0007714355293814937	0.0011047934165124105	0.0008011061266653974	1.06792343	12.65412235	0.94652166	0.06613883619746504	0.00282174	0.00097
0.0153	0.0268	0.016	0.00013439035240356338	0.0016441001553786586	0.0012479104151759456	1.14341068	13.54859161	0.98911322	0.11835781021773632	0.00253677	0.00036
0.0097	0.0433	0.001	0.000947713783832921	0.0012095131716320703	0.0007470009198535729	1.29000783	15.2856617	1.06608555	0.1245409955249159	0.00253654	0.00081
0.0251	0.0263	0.0031	0.000804596785169386	0.0007086036763096977	0.0006649704450098395	1.20010448	14.2203722	1.01315594	0.07080284844148205	0.00255913	0.00182
0.0182	0.0363	-0.0176	0.000900589894029074	0.0012217304763960308	0.0006789330790257941	1.09044778	12.92101955	1.02355564	0.06875412714809877	0.00244749	0.00117
0.0201	0.0353	0.0051	0.0006736970912698113	0.0021676989309769574	0.0019303341527057286	1.17801213	13.95859337	1.06088683	0.1468131165510062	0.0024761	0.00105
0.025	0.0375	0.0144	2.96705972839036e-05	0.0011362093430483087	0.0009354964790689606	1.1178354	13.24554253	1.02722329	0.14991768777756623	0.00208312	0.00036
0.0149	0.05	0.002	0.0007539822368615504	0.0017662732030182616	0.0013543754995475996	1.03423893	12.25498486	0.99471906	0.12366272600131192	0.00183308	0.0002
0.0645	0.0234	0.003	-3.490658503988659e-05	0.0020472712125893483	0.0004485496177625427	1.05579472	12.51040554	1.01730527	0.17598563566287903	0.00226074	0.00056
0.0557	0.0434	-0.0142	0.00041713369122664475	0.0009529497715889039	0.0006370451769779302	1.17904949	13.97088623	1.00741963	0.13274286382411815	0.00246203	0.00044
0.014	0.0313	-0.0004	0.00037350045992678646	0.0024260076602721182	0.0021275563581810873	1.01834738	12.06668186	0.99096152	0.2179601150593115	0.00259906	0.00036
0.0199	0.0428	0.001	0.0004014257279586958	0.0012636183784438947	0.000905825881785057	1.03061616	12.21205807	0.93646487	0.13940225131280815	0.00269508	0.00077
0.0104	0.049	0.0071	0.000736528944341607	0.0012374384396639797	0.0009023352232810684	1.17450714	13.91706276	1.01524945	0.04003869068334075	0.00350195	0.00145
0.0052	0.0437	0.0082	0.0003874630939427412	0.0011030480872604163	0.001022762941668677	0.93274325	11.05233479	0.89585045	0.041794196059501895	0.00283551	0.00077
0.0109	0.0461	0.0094	0.000926769832808989	0.002040289895581371	0.002057743188101315	1.133412	13.43011379	0.97374073	0.134876439680992	0.00314236	0.00105
0.0121	0.0431	0.0034	0.0005044001538263612	0.0013159782560037243	0.0011623892818282235	1.13121223	13.40404892	0.99459243	0.11230176124166828	0.00361079	0.00117
0.0784	0.039	0.0046	0.0007906341511534313	0.002366666465704311	0.0009093165402890458	1.2716943	15.06865978	1.03151589	0.1510997474283417	0.00324434	0.00121
0.099	0.0282	0.0012	0.0012042771838760874	0.0017208946424664088	0.0012618730491919003	1.44886327	17.16798401	1.11627612	0.10539856824317066	0.00325328	0.00194
0.1022	0.0373	0.0139	0.0009808750396208131	0.0024591689160600103	0.0013718287920675431	1.24258924	14.7237854	1.143644	0.07858160803622592	0.00321925	0.00194
0.0283	0.0556	0.017	0.0006981317007977319	0.001158898623324235	0.001504473815219112	1.24551129	14.7584095	1.08439077	0.18108293273552123	0.0023461	0.00065
0.0339	0.0378	0.0421	0.0006911503837897545	0.001780235837034216	0.0022706733568446224	1.29335999	15.32538319	1.08245157	0.11822590361717344	0.00209588	0.00048
0.0281	0.0513	0.0257	0.0008604473212332044	0.0018500490071139892	0.0017470745812463236	1.18342304	14.02270889	0.99667123	0.0738354441560761	0.00190568	4e-05
0.0347	0.0502	0.0198	0.0009634217471008699	0.0009791297103688187	0.0011431906600562858	0.98794782	11.70646858	0.94666377	0.09248888219014367	0.00202608	0.0002
