trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0115393	0.04477
0.0285	-0.0051	0.0106	0.001673770752662562	-0.0008639379797371932	-3.316125578789226e-05	1.32701015	18.62560081	1.16056889	0.17274349940938238	0.011229	0.03827
0.0055	-0.0002	0.0435	0.001452113937659282	-0.0012479104151759456	-0.0016231562043547262	1.28963017	18.10094452	1.20653229	0.17058120995044332	0.00746071	0.00719
-0.0671	-0.075	0.0334	-0.0004886921905584122	8.028514559173915e-05	0.00019547687622336493	1.52031648	21.33880234	1.23291865	0.4118817384781736	0.0103285	0.02748
0.005	-0.0027	0.0193	0.00091106186954104	-0.0010384709049366262	-0.0015271630954950383	1.68347454	23.62885094	1.31655435	0.37055750411731103	0.00777143	0.01026
-0.0028	-0.017	-0.0042	0.0007976154681614085	-0.0011606439525762293	-0.001186823891356144	1.13084042	15.8722086	0.96050739	0.07439793265790644	0.00756305	0.00703
0.0228	-0.0033	0.0111	0.0003001966313430247	-0.0023265238929084412	-0.0017208946424664088	1.10137224	15.458601	0.97011806	0.164468476413043	0.00640607	0.00493
0.013	-0.0107	0.0001	0.0010297442586766543	-0.00026354471705114377	0.00020943951023931956	1.01372254	14.22836971	0.92563147	0.26434304779483275	0.00648808	0.00436
0.024	0.0064	0.0365	0.0005393067388662478	-0.0019826940302655584	-0.0011484266478122688	0.91611773	12.85841179	0.88510063	0.24287264955382049	0.00661999	0.004
0.0009	0.0137	0.0149	0.0017331119472303693	-0.0014573499254152652	-0.0006894050545377602	1.21011889	16.98494339	0.92638137	0.16090854532444615	0.00675243	0.00408
-0.0389	0.0233	-0.0092	0.0013788101090755204	6.9813170079773176e-06	0.00024260076602721178	1.09306991	15.34207058	0.93839343	0.2110319450571532	0.00699949	0.00424
-0.0023	0.0069	-0.0035	0.0015323990832510211	-0.0014852751934471744	-0.0009564404300928925	0.98173618	13.77941704	0.928502	0.2009443340375378	0.00635064	0.00323
0.0205	0.0097	0.0071	0.0012932889757277981	-0.0018046704465621369	-0.0014643312424232424	0.94717348	13.29430294	0.82456641	0.08951980864842676	0.00582755	0.00271
0.0242	0.0082	0.0151	0.001244419756671957	-0.0018727382873899156	-0.0017540558982543013	0.89294362	12.5331459	0.78782717	0.03353308578573393	0.00529069	0.00238
0.006	0.0188	0.0243	0.0019163715186897737	-0.001656317460142619	-0.0017819811662862105	1.01390481	14.23092842	0.85999608	0.08381489286485114	0.00480849	0.00145
0.0059	0.0184	0.0143	0.0019076448724298022	-0.0006649704450098395	-3.839724354387525e-05	0.9635042	13.52351761	0.90410992	0.14768287920675427	0.00448358	0.00097
0.0368	0.0161	0.0371	0.002087413785385218	-0.0022689280275926286	-0.0017121679962064373	0.87344187	12.25942421	0.89390836	0.22887486241003835	0.00468224	0.00133
