trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.00843996	0.01758
0.0	-0.0053	0.0266	-0.0002670353755551324	0.000593411945678072	0.0010210176124166828	1.14527547	12.23391342	1.05274287	0.12597324668249435	0.00879198	0.02201
-0.0433	-0.02	0.0016	-0.0006702064327658224	-4.0142572795869576e-05	-0.0007225663103256524	1.09656656	11.71360207	1.06570923	0.22201547492134832	0.00865757	0.01795
0.023	-0.0643	0.0339	-0.000921533845053006	0.00014660765716752367	0.0008395033702092724	1.86583829	19.93101692	1.56011382	0.24290736613927508	0.0114961	0.05283
0.026	0.0061	0.0081	-0.00039269908169872416	0.00027576202181510406	0.00032463124087094524	2.26903963	24.23804283	1.78662729	0.15784306286700947	0.00699127	0.01263
-0.035	-0.0237	-0.0052	-0.00013439035240356338	-0.00020594885173533088	-0.0006492624817418905	1.56992114	16.77000809	1.2560908	0.1897956662729216	0.00672853	0.00922
-0.0489	-0.015	-0.0091	0.0003089232776029963	-0.000752236907609556	-0.0013491395117916165	1.21913159	13.02285004	1.04775266	0.11097393579652552	0.00680691	0.00589
-0.0396	-0.0184	0.0143	4.71238898038469e-05	1.7453292519943294e-06	6.9813170079773176e-06	1.23709798	13.21476841	1.03845626	0.15469512267301466	0.00614703	0.00451
-0.0386	-0.0083	0.0075	5.4105206811824215e-05	6.981317007977319e-05	-0.00020594885173533088	1.09051549	11.64896393	0.97058859	0.03229896632895322	0.00587845	0.00309
-0.0484	0.0112	0.0132	0.0010559241974565693	0.0008185594191853405	0.0010000736613927507	1.26186264	13.47930622	1.10471486	0.18282938764391968	0.00635976	0.0041
-0.0356	-0.0004	0.001	0.0003298672286269283	0.00048520153205442357	-8.028514559173915e-05	1.1629858	12.42309666	0.97627696	0.14358868314725237	0.00582433	0.00276
-0.0404	-0.0003	0.0097	0.0006422811647339132	0.0001884955592153876	0.00015533430342749534	1.11097121	11.86747265	0.96834202	0.05583696789826277	0.00532496	0.00134
-0.0479	-0.002	-0.0018	0.0011379546723003027	-0.0001012290966156711	0.00014137166941154068	0.97483647	10.4132719	0.90617091	0.06066803987067015	0.00506163	0.0013
-0.0438	0.0088	0.0107	0.0010070549784007281	-0.0011641346110802177	-0.0020263272615654165	1.13482678	12.12230015	1.0036919	0.1954752069670539	0.0046888	0.00085
-0.0393	0.0007	0.0205	0.0005166174585903216	-0.00014486232791552936	-0.00018151424220741024	1.14911509	12.27492809	1.03047631	0.19012614111665507	0.00479156	0.00053
-0.0244	-0.0081	0.0171	-8.726646259971648e-05	-0.00019024088846738194	-0.0007120943348136865	0.86710769	9.26250553	0.88346571	0.08609212871740833	0.0048492	0.00069
-0.0526	-0.0031	0.0141	0.0005864306286700947	0.0005724679946541401	0.0009197885158010115	1.04968357	11.2127943	1.02504864	0.18961444125030155	0.00495076	0.00097
