trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.00568515	0.022
-0.0029	0.001	-0.0099	8.37758040957278e-05	-0.0005235987755982988	-0.000926769832808989	0.8761819	9.41415405	0.88095887	0.0905072206251508	0.00508898	0.01568
0.0101	0.0114	-0.0076	-0.0005113814708343385	-0.0010105456369047167	-0.0012130038301360591	0.88044542	9.4599638	0.9039873	0.0941169066781777	0.00469917	0.01259
-0.0015	-0.007	-0.0051	-0.0009930923443847736	-0.0008429940287132613	-0.0013055062804917586	1.06834352	11.47883797	0.96887121	0.06958824660487951	0.00502717	0.01025
-0.0054	-0.029	0.0848	-0.00028274333882308137	-0.0005864306286700947	-0.002087413785385218	2.59650183	27.89816666	1.91583787	0.20324099552491592	0.00949812	0.0567
-0.007	-0.0049	0.0312	-0.0012426744274199627	-0.001780235837034216	-0.0012007865253720988	2.29611373	24.67064095	1.68295827	0.2313181778487061	0.00491077	0.02055
0.0055	-0.01	0.0145	-0.0016999506914424768	-0.0021135937241651332	-0.0010070549784007281	1.30375361	14.00820732	1.10422425	0.0835182849062401	0.00478423	0.01142
0.0063	-0.0361	0.0233	-0.00147131255943122	-0.0013648474750595659	-0.0002181661564992912	1.02482545	11.01125717	0.99501439	0.12401366015091309	0.00410098	0.00499
-0.0091	-0.0419	0.0405	-0.0011746065865921838	-0.0005724679946541401	0.0005201081170943102	1.14419782	12.29385662	1.01126728	0.12976798634190315	0.00419068	0.00362
0.0038	-0.0526	0.0362	-0.002230530784048753	-0.0012164944886400475	-6.981317007977319e-05	1.23143625	13.23119164	1.05626233	0.142393598930828	0.00443035	0.00684
-0.0055	-0.0246	0.0315	-0.0017331119472303693	-0.0012042771838760874	0.00017278759594743863	1.10745132	11.89903259	0.96200676	0.07961184538047777	0.00475204	0.00836
-0.0048	-0.0274	0.0403	-0.0017540558982543013	-0.0010611601852125523	0.00042760566673861073	0.99493229	10.69007015	0.97199574	0.03324395102393196	0.00424117	0.00418
-0.0093	-0.0322	0.0347	-0.0011885692206081383	-0.0006510078109938849	0.0011641346110802177	0.989622	10.63301373	0.94413881	0.10050839981032188	0.00413108	0.00237
0.0007	-0.0284	0.0391	-0.0017296212887263805	-0.00023387411976724014	0.0005951572749300663	1.0777756	11.58018112	0.93762787	0.09455815477475192	0.00371659	0.00257
0.0073	-0.0392	0.0273	-0.0021607176139689798	-0.0006230825429619757	0.0007487462491055673	0.92860579	9.97742367	0.89792795	0.0778946861306418	0.0030303	0.00137
0.0064	-0.0456	0.0342	-0.0026720990848033187	-0.0008970992355250854	-1.3962634015954635e-05	0.86815405	9.32789898	0.89964403	0.09160535232594853	0.00303847	0.00117
0.0254	-0.0568	0.0245	-0.0030159289474462015	-0.0009250245035569946	0.00019024088846738194	0.94687343	10.17370033	0.97843383	0.06869793265790644	0.00336897	0.00298
0.0256	-0.0299	0.0337	-0.0016842427281745281	-0.00028623399732707005	0.0005707226654021458	0.96594286	10.37859249	0.97415933	0.15384792512181808	0.00364864	0.00273
-0.0185	-0.0606	0.0411	-0.002131047016685076	-0.0002373647782712288	0.0011100294042683937	1.32794857	14.26817036	1.08736468	0.13394901232163187	0.00472569	0.007
0.0373	-0.0501	0.0513	-0.0018744836166419098	-0.000439822971502571	0.0003001966313430247	1.47928739	15.89423275	1.11170651	0.13994271830999389	0.00451857	0.00326
0.0225	-0.0406	0.0595	-0.001541125729510993	-0.0013316862192716734	0.0004014257279586958	1.22349107	13.14582443	1.08571961	0.09882251157578453	0.00358039	0.00362
0.0115	-0.0065	0.0304	-0.0010210176124166828	-0.0015323990832510211	-0.0006667157742618339	1.23212528	13.23859501	1.09482805	0.1636481241647094	0.0034439	0.0031
0.0251	-0.0326	0.0175	-0.0024190263432641405	-0.0008918632477691023	0.0005637413483941684	1.20636499	12.96181297	1.1012396	0.21605008444926893	0.00369865	0.00213
-0.0167	-0.0456	-0.0017	-0.0022322761133007477	-0.0013578661580515882	0.0008360127117052838	1.09316015	11.74548149	0.98665914	0.12025122517784972	0.00325316	0.00177
0.0214	-0.0352	0.0216	-0.0009040805525330626	-3.141592653589793e-05	0.0005183627878423159	2.06416869	22.17850113	1.37615156	0.22041478580731716	0.00626123	0.02035
0.0118	-0.0189	-0.0275	-0.00017278759594743863	-0.0017086773377024485	0.0003630284844148205	2.68736768	28.87447548	1.72066702	0.20319443355898356	0.00304854	0.00173
0.0131	-0.0391	0.0012	-0.001335176877775662	-0.0022060961745208325	0.00020594885173533088	1.48402989	15.94518948	1.16859674	0.14104438756630489	0.00237107	0.00137
0.0067	-0.0575	-0.0001	-0.0018238690683340744	-0.0016493361431346415	0.00046425758103049166	1.19176328	12.80492496	1.04798454	0.09128804756198819	0.00237751	0.00064
0.0028	-0.0533	0.0207	-0.0011466813185602744	-0.0010035643198967395	0.000661479786505851	1.21360326	13.03958511	1.02367829	0.10490908892435308	0.0022884	0.00044
