trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.00619	0.00561
-0.0109	0.0252	0.0	0.0009459684545809266	8.37758040957278e-05	-3.4906585039886588e-06	1.19717455	15.37935352	0.98467408	0.08776174585903214	0.00670838	0.00585
-0.0233	0.0312	0.0076	0.0014014993893514465	0.00023911010752322313	-0.00024260076602721178	1.0662626	13.6976099	0.98301131	0.06849876728606191	0.00579429	0.00357
-0.0122	0.0522	-0.0059	0.0014905111812031574	0.00033335788713091696	0.0001675516081914556	0.89110368	11.44745255	0.8572327	0.0752705972839036	0.00572586	0.00288
-0.0464	0.0449	-0.0044	0.0013020156219877698	0.000439822971502571	0.0004468042885105483	1.01761949	13.07272148	0.98086415	0.07171066619530672	0.00602812	0.00158
0.0243	0.0342	-0.0226	0.0011309733552923255	0.0014870205226991688	0.001324704902263696	1.28389835	16.49344063	1.02856308	0.20440702158225948	0.00567746	0.00297
-0.0259	0.014	-0.0179	0.00045553093477052	-4.71238898038469e-05	-0.00020769418098732522	1.05648625	13.57201958	0.94540576	0.2621992958137921	0.00519288	0.00187
-0.0333	0.0493	-0.0119	0.0005881759579220891	2.96705972839036e-05	6.108652381980153e-05	0.92686462	11.90685081	0.88767936	0.07261101075232232	0.0046379	0.00093
-0.0237	0.0555	-0.032	0.0009093165402890458	-0.0001832595714594046	-4.0142572795869576e-05	0.97895205	12.57598591	0.85015633	0.06766499238629681	0.00487083	0.00162
-0.0176	0.055	-0.0348	0.001473057888683214	-4.71238898038469e-05	0.0005078908123303499	0.94582623	12.15043926	0.84244276	0.07179552075879728	0.00466931	0.00207
0.0275	0.0428	-0.0233	0.0003717551306747922	0.001265363707695889	0.0017331119472303693	0.8687889	11.16078854	0.88590087	0.25075057452040883	0.00459361	0.00305
